All calculations,ESS 690V PLL Type 1 Model 3,PLL_WT1_690V_G,PLL_WT2_690V_G,PLL_WT3_690V_G,GG_01,GG_02
-0.073677,0.999617,0.999763,0.999763,0.999742,0.999900,0.999926
-0.073001,0.999610,0.999584,0.999584,0.999581,0.999897,0.999924
-0.072316,0.999693,0.999871,0.999871,0.999876,0.999894,0.999922
-0.071649,0.999743,0.999879,0.999879,0.999925,0.999891,0.999920
-0.070952,0.999717,0.999832,0.999832,0.999797,0.999889,0.999918
-0.070259,0.999701,0.999770,0.999770,0.999741,0.999886,0.999917
-0.069541,0.999689,0.999602,0.999602,0.999600,0.999883,0.999915
-0.068878,0.999762,0.999749,0.999749,0.999755,0.999880,0.999913
-0.068138,0.999739,0.999857,0.999857,0.999892,0.999877,0.999911
-0.067465,0.999666,0.999741,0.999741,0.999762,0.999874,0.999910
-0.066806,0.999611,0.999830,0.999830,0.999773,0.999871,0.999908
-0.066114,0.999719,0.999680,0.999680,0.999670,0.999869,0.999906
-0.065377,0.999710,0.999746,0.999746,0.999772,0.999866,0.999904
-0.064725,0.999774,0.999884,0.999884,0.999900,0.999863,0.999902
-0.064040,0.999773,0.999695,0.999695,0.999716,0.999861,0.999900
-0.063335,0.999674,0.999765,0.999765,0.999700,0.999859,0.999898
-0.062660,0.999774,0.999767,0.999767,0.999749,0.999856,0.999895
-0.061938,0.999791,0.999693,0.999693,0.999752,0.999854,0.999893
-0.061261,0.999737,0.999876,0.999876,0.999879,0.999852,0.999891
-0.060566,0.999609,0.999678,0.999678,0.999699,0.999850,0.999889
-0.059887,0.999735,0.999681,0.999681,0.999666,0.999848,0.999887
-0.059217,0.999681,0.999847,0.999847,0.999850,0.999846,0.999885
-0.058520,0.999788,0.999775,0.999775,0.999826,0.999843,0.999882
-0.057788,0.999792,0.999856,0.999856,0.999846,0.999841,0.999880
-0.057141,0.999755,0.999661,0.999661,0.999652,0.999839,0.999878
-0.056468,0.999680,0.999638,0.999638,0.999650,0.999837,0.999876
-0.055761,0.999826,0.999796,0.999796,0.999793,0.999835,0.999874
-0.055064,0.999817,0.999801,0.999801,0.999829,0.999832,0.999872
-0.054361,0.999703,0.999856,0.999856,0.999845,0.999830,0.999871
-0.053732,0.999687,0.999703,0.999703,0.999705,0.999828,0.999869
-0.053059,0.999696,0.999606,0.999606,0.999620,0.999825,0.999867
-0.052324,0.999753,0.999863,0.999863,0.999879,0.999823,0.999866
-0.051664,0.999821,0.999833,0.999833,0.999870,0.999820,0.999864
-0.050979,0.999824,0.999864,0.999864,0.999832,0.999818,0.999863
-0.050316,0.999717,0.999721,0.999721,0.999706,0.999815,0.999861
-0.049603,0.999812,0.999573,0.999573,0.999582,0.999813,0.999860
-0.048885,0.999819,0.999777,0.999777,0.999787,0.999810,0.999858
-0.048246,0.999814,0.999850,0.999850,0.999908,0.999808,0.999856
-0.047551,0.999694,0.999830,0.999830,0.999806,0.999805,0.999855
-0.046876,0.999700,0.999725,0.999725,0.999713,0.999803,0.999853
-0.046197,0.999713,0.999576,0.999576,0.999582,0.999801,0.999851
-0.045478,0.999808,0.999835,0.999835,0.999865,0.999798,0.999850
-0.044836,0.999837,0.999852,0.999852,0.999902,0.999796,0.999848
-0.044120,0.999783,0.999737,0.999737,0.999726,0.999794,0.999846
-0.043386,0.999799,0.999794,0.999794,0.999773,0.999792,0.999844
-0.042714,0.999791,0.999669,0.999669,0.999665,0.999790,0.999842
-0.041963,0.999863,0.999674,0.999674,0.999724,0.999788,0.999840
-0.041277,0.999791,0.999878,0.999878,0.999904,0.999786,0.999838
-0.040625,0.999634,0.999675,0.999675,0.999704,0.999784,0.999836
-0.039887,0.999775,0.999686,0.999686,0.999669,0.999782,0.999834
-0.039184,0.999735,0.999812,0.999812,0.999833,0.999780,0.999831
-0.038464,0.999841,0.999820,0.999820,0.999851,0.999779,0.999829
-0.037765,0.999843,0.999834,0.999834,0.999830,0.999777,0.999827
-0.037117,0.999745,0.999742,0.999742,0.999734,0.999775,0.999826
-0.036405,0.999826,0.999538,0.999538,0.999554,0.999773,0.999824
-0.035686,0.999822,0.999775,0.999775,0.999791,0.999771,0.999822
-0.035047,0.999857,0.999861,0.999861,0.999909,0.999769,0.999820
-0.034340,0.999738,0.999806,0.999806,0.999800,0.999767,0.999818
-0.033668,0.999677,0.999771,0.999771,0.999763,0.999765,0.999817
-0.032914,0.999804,0.999668,0.999668,0.999663,0.999762,0.999815
-0.032176,0.999771,0.999698,0.999698,0.999726,0.999760,0.999814
-0.031520,0.999863,0.999912,0.999912,0.999938,0.999758,0.999812
-0.030850,0.999828,0.999702,0.999702,0.999748,0.999756,0.999811
-0.030115,0.999735,0.999696,0.999696,0.999657,0.999753,0.999809
-0.029415,0.999872,0.999819,0.999819,0.999813,0.999751,0.999808
-0.028733,0.999859,0.999678,0.999678,0.999718,0.999749,0.999806
-0.028062,0.999821,0.999875,0.999875,0.999881,0.999747,0.999805
-0.027360,0.999673,0.999708,0.999708,0.999734,0.999745,0.999803
-0.026665,0.999753,0.999616,0.999616,0.999629,0.999743,0.999802
-0.025926,0.999784,0.999776,0.999776,0.999778,0.999741,0.999800
-0.025253,0.999836,0.999882,0.999882,0.999913,0.999739,0.999798
-0.024543,0.999862,0.999796,0.999796,0.999814,0.999737,0.999796
-0.023867,0.999775,0.999770,0.999770,0.999766,0.999735,0.999795
-0.023142,0.999793,0.999587,0.999587,0.999599,0.999733,0.999793
-0.022461,0.999880,0.999669,0.999669,0.999693,0.999731,0.999791
-0.021721,0.999856,0.999882,0.999882,0.999915,0.999730,0.999789
-0.021063,0.999762,0.999739,0.999739,0.999823,0.999728,0.999787
-0.020341,0.999690,0.999772,0.999772,0.999713,0.999727,0.999785
-0.019641,0.999768,0.999750,0.999750,0.999732,0.999725,0.999783
-0.018916,0.999811,0.999709,0.999709,0.999763,0.999723,0.999781
-0.018168,0.999874,0.999825,0.999825,0.999845,0.999722,0.999779
-0.017520,0.999795,0.999798,0.999798,0.999804,0.999720,0.999777
-0.016799,0.999831,0.999575,0.999575,0.999595,0.999718,0.999775
-0.016088,0.999787,0.999694,0.999694,0.999710,0.999717,0.999773
-0.015372,0.999908,0.999837,0.999837,0.999870,0.999715,0.999772
-0.014677,0.999825,0.999769,0.999769,0.999826,0.999713,0.999770
-0.013960,0.999670,0.999811,0.999811,0.999786,0.999711,0.999768
-0.013274,0.999783,0.999697,0.999697,0.999678,0.999709,0.999767
-0.012537,0.999778,0.999630,0.999630,0.999665,0.999707,0.999765
-0.011837,0.999860,0.999844,0.999844,0.999857,0.999705,0.999764
-0.011175,0.999864,0.999830,0.999830,0.999868,0.999703,0.999763
-0.010468,0.999805,0.999636,0.999636,0.999657,0.999701,0.999761
-0.009731,0.999797,0.999741,0.999741,0.999722,0.999699,0.999760
-0.009034,0.999880,0.999786,0.999786,0.999775,0.999698,0.999758
-0.008343,0.999882,0.999733,0.999733,0.999778,0.999696,0.999757
-0.007680,0.999770,0.999856,0.999856,0.999884,0.999694,0.999755
-0.007010,0.999662,0.999616,0.999616,0.999620,0.999692,0.999754
-0.006270,0.999802,0.999666,0.999666,0.999683,0.999690,0.999752
-0.005532,0.999814,0.999857,0.999857,0.999897,0.999689,0.999751
-0.004864,0.999863,0.999785,0.999785,0.999833,0.999687,0.999749
-0.004157,0.999839,0.999793,0.999793,0.999767,0.999685,0.999747
-0.003401,0.999806,0.999744,0.999744,0.999749,0.999684,0.999745
-0.002688,0.999846,0.999686,0.999686,0.999693,0.999682,0.999744
-0.001963,0.999891,0.999674,0.999674,0.999724,0.999681,0.999742
-0.001319,0.999819,0.999862,0.999862,0.999902,0.999680,0.999740
-0.000641,0.999661,0.999669,0.999669,0.999701,0.999678,0.999738
0.000112,0.999809,0.999641,0.999641,0.999629,0.999677,0.999736
0.000816,0.999760,0.999803,0.999803,0.999832,0.999675,0.999734
0.001536,0.999862,0.999827,0.999827,0.999870,0.999674,0.999732
0.002253,0.999833,0.999783,0.999783,0.999792,0.999673,0.999730
0.002959,0.999829,0.999768,0.999768,0.999762,0.999671,0.999729
0.003706,0.999768,0.999647,0.999647,0.999652,0.999669,0.999727
0.004418,0.999889,0.999603,0.999603,0.999643,0.999668,0.999725
0.005119,0.999835,0.999887,0.999887,0.999930,0.999666,0.999723
0.005760,0.999681,0.999705,0.999705,0.999779,0.999665,0.999722
0.006502,0.999741,0.999683,0.999683,0.999652,0.999663,0.999720
0.007195,0.999726,0.999792,0.999792,0.999791,0.999661,0.999718
0.007933,0.999808,0.999776,0.999776,0.999797,0.999659,0.999717
0.008641,0.999850,0.999808,0.999808,0.999829,0.999657,0.999715
0.009321,0.999774,0.999775,0.999775,0.999771,0.999655,0.999714
0.010069,0.999767,0.999618,0.999618,0.999628,0.999654,0.999712
0.010781,0.999842,0.999629,0.999629,0.999657,0.999652,0.999711
0.011479,0.999872,0.999860,0.999860,0.999885,0.999650,0.999710
0.012138,0.999769,0.999761,0.999761,0.999843,0.999648,0.999708
0.012857,0.999669,0.999740,0.999740,0.999707,0.999647,0.999707
0.013599,0.999730,0.999750,0.999750,0.999739,0.999645,0.999705
0.014314,0.999798,0.999686,0.999686,0.999727,0.999644,0.999703
0.015014,0.999845,0.999796,0.999796,0.999820,0.999642,0.999702
0.015676,0.999807,0.999801,0.999801,0.999824,0.999641,0.999700
0.016383,0.999831,0.999575,0.999575,0.999597,0.999640,0.999698
0.017130,0.999793,0.999699,0.999699,0.999721,0.999638,0.999697
0.017867,0.999878,0.999767,0.999767,0.999802,0.999637,0.999695
0.018544,0.999815,0.999773,0.999773,0.999851,0.999636,0.999693
0.019259,0.999694,0.999745,0.999745,0.999738,0.999634,0.999691
0.020008,0.999681,0.999721,0.999721,0.999717,0.999633,0.999689
0.020735,0.999777,0.999688,0.999688,0.999695,0.999632,0.999687
0.021452,0.999820,0.999704,0.999704,0.999781,0.999631,0.999685
0.022161,0.999843,0.999849,0.999849,0.999863,0.999629,0.999683
0.022883,0.999745,0.999717,0.999717,0.999714,0.999628,0.999682
0.023597,0.999811,0.999538,0.999538,0.999557,0.999627,0.999680
0.024323,0.999821,0.999707,0.999707,0.999742,0.999625,0.999678
0.025019,0.999829,0.999848,0.999848,0.999903,0.999624,0.999676
0.025720,0.999723,0.999715,0.999715,0.999769,0.999622,0.999675
0.026424,0.999653,0.999726,0.999726,0.999703,0.999621,0.999673
0.027159,0.999736,0.999752,0.999752,0.999745,0.999619,0.999672
0.027883,0.999784,0.999704,0.999704,0.999755,0.999618,0.999670
0.028637,0.999843,0.999822,0.999822,0.999837,0.999616,0.999669
0.029282,0.999755,0.999753,0.999753,0.999753,0.999614,0.999667
0.030041,0.999772,0.999579,0.999579,0.999592,0.999613,0.999666
0.030740,0.999792,0.999652,0.999652,0.999682,0.999611,0.999664
0.031462,0.999858,0.999839,0.999839,0.999874,0.999610,0.999663
0.032127,0.999750,0.999744,0.999744,0.999820,0.999608,0.999661
0.032840,0.999639,0.999732,0.999732,0.999704,0.999607,0.999660
0.033558,0.999709,0.999715,0.999715,0.999705,0.999605,0.999658
0.034285,0.999755,0.999639,0.999639,0.999693,0.999604,0.999657
0.034963,0.999809,0.999796,0.999796,0.999817,0.999602,0.999655
0.035663,0.999785,0.999773,0.999773,0.999799,0.999601,0.999653
0.036375,0.999776,0.999556,0.999556,0.999583,0.999600,0.999651
0.037129,0.999743,0.999687,0.999687,0.999707,0.999598,0.999649
0.037867,0.999841,0.999776,0.999776,0.999815,0.999597,0.999648
0.038537,0.999780,0.999745,0.999745,0.999820,0.999596,0.999646
0.039252,0.999639,0.999756,0.999756,0.999743,0.999595,0.999644
0.039958,0.999651,0.999672,0.999672,0.999680,0.999594,0.999642
0.040683,0.999756,0.999641,0.999641,0.999663,0.999593,0.999640
0.041430,0.999760,0.999702,0.999702,0.999757,0.999591,0.999638
0.042081,0.999776,0.999835,0.999835,0.999870,0.999590,0.999636
0.042810,0.999771,0.999636,0.999636,0.999639,0.999589,0.999634
0.043558,0.999731,0.999552,0.999552,0.999586,0.999588,0.999632
0.044276,0.999782,0.999716,0.999716,0.999736,0.999586,0.999631
0.044951,0.999802,0.999799,0.999799,0.999855,0.999585,0.999629
0.045660,0.999682,0.999753,0.999753,0.999763,0.999584,0.999628
0.046332,0.999608,0.999707,0.999707,0.999723,0.999582,0.999626
0.047089,0.999764,0.999621,0.999621,0.999622,0.999581,0.999624
0.047832,0.999711,0.999652,0.999652,0.999701,0.999579,0.999623
0.048521,0.999794,0.999858,0.999858,0.999887,0.999578,0.999621
0.049170,0.999783,0.999670,0.999670,0.999698,0.999577,0.999620
0.049936,0.999697,0.999593,0.999593,0.999601,0.999575,0.999619
0.050669,0.999765,0.999718,0.999718,0.999720,0.999574,0.999617
0.051337,0.999827,0.999775,0.999775,0.999790,0.999572,0.999616
0.052040,0.999718,0.999746,0.999746,0.999782,0.999571,0.999614
0.052716,0.999655,0.999724,0.999724,0.999751,0.999570,0.999613
0.053458,0.999662,0.999557,0.999557,0.999557,0.999568,0.999611
0.054210,0.999703,0.999622,0.999622,0.999661,0.999567,0.999610
0.054867,0.999791,0.999850,0.999850,0.999894,0.999566,0.999608
0.055545,0.999773,0.999697,0.999697,0.999767,0.999565,0.999606
0.056289,0.999697,0.999626,0.999626,0.999601,0.999563,0.999605
0.057041,0.999765,0.999710,0.999710,0.999707,0.999562,0.999603
0.057761,0.999782,0.999711,0.999711,0.999720,0.999561,0.999601
0.058462,0.999769,0.999682,0.999682,0.999745,0.999560,0.999599
0.059135,0.999644,0.999777,0.999777,0.999804,0.999559,0.999597
0.059869,0.999642,0.999589,0.999589,0.999598,0.999558,0.999596
0.060605,0.999657,0.999547,0.999547,0.999574,0.999557,0.999594
0.061321,0.999758,0.999790,0.999790,0.999836,0.999556,0.999592
0.062013,0.999774,0.999763,0.999763,0.999827,0.999555,0.999590
0.062716,0.999696,0.999623,0.999623,0.999633,0.999554,0.999588
0.063458,0.999710,0.999650,0.999650,0.999631,0.999553,0.999587
0.064173,0.999785,0.999699,0.999699,0.999702,0.999552,0.999585
0.064865,0.999780,0.999653,0.999653,0.999729,0.999550,0.999583
0.065634,0.999641,0.999783,0.999783,0.999797,0.999549,0.999582
0.066284,0.999642,0.999660,0.999660,0.999673,0.999548,0.999580
0.067005,0.999648,0.999502,0.999502,0.999513,0.999547,0.999579
0.067732,0.999714,0.999717,0.999717,0.999750,0.999545,0.999577
0.068436,0.999780,0.999811,0.999811,0.999857,0.999544,0.999576
0.069135,0.999721,0.999650,0.999650,0.999690,0.999543,0.999575
0.069841,0.999690,0.999652,0.999652,0.999608,0.999541,0.999573
0.070585,0.999762,0.999700,0.999700,0.999701,0.999540,0.999572
0.071261,0.999774,0.999571,0.999571,0.999622,0.999539,0.999571
0.071938,0.999712,0.999802,0.999802,0.999813,0.999538,0.999569
0.072666,0.999601,0.999657,0.999657,0.999685,0.999536,0.999568
0.073387,0.999624,0.999495,0.999495,0.999518,0.999535,0.999566
0.074113,0.999731,0.999698,0.999698,0.999719,0.999534,0.999565
0.074762,0.999729,0.999816,0.999816,0.999858,0.999533,0.999563
0.075470,0.999730,0.999683,0.999683,0.999718,0.999532,0.999562
0.076209,0.999731,0.999714,0.999714,0.999693,0.999531,0.999560
0.076912,0.999648,0.999590,0.999590,0.999593,0.999530,0.999558
0.077660,0.999781,0.999512,0.999512,0.999556,0.999529,0.999557
0.078335,0.999749,0.999774,0.999774,0.999797,0.999528,0.999555
0.079039,0.999599,0.999680,0.999680,0.999731,0.999527,0.999553
0.079731,0.999611,0.999533,0.999533,0.999575,0.999526,0.999551
0.080459,0.999658,0.999692,0.999692,0.999677,0.999525,0.999550
0.081159,0.999694,0.999730,0.999730,0.999750,0.999524,0.999548
0.081862,0.999738,0.999660,0.999660,0.999712,0.999523,0.999546
0.082535,0.999711,0.999727,0.999727,0.999729,0.999522,0.999545
0.083269,0.999647,0.999535,0.999535,0.999545,0.999521,0.999543
0.084007,0.999747,0.999506,0.999506,0.999533,0.999520,0.999541
0.084716,0.999746,0.999731,0.999731,0.999765,0.999519,0.999540
0.085360,0.999659,0.999703,0.999703,0.999777,0.999518,0.999538
0.086082,0.999600,0.999622,0.999622,0.999616,0.999517,0.999537
0.086806,0.999591,0.999669,0.999669,0.999656,0.999516,0.999536
0.087513,0.999695,0.999605,0.999605,0.999623,0.999515,0.999534
0.088232,0.999714,0.999677,0.999677,0.999707,0.999514,0.999533
0.088880,0.999695,0.999767,0.999767,0.999790,0.999512,0.999532
0.089579,0.999709,0.999499,0.999499,0.999513,0.999511,0.999530
0.090330,0.999653,0.999533,0.999533,0.999546,0.999510,0.999529
0.091060,0.999744,0.999693,0.999693,0.999713,0.999509,0.999528
0.091736,0.999721,0.999688,0.999688,0.999738,0.999508,0.999526
0.092455,0.999581,0.999694,0.999694,0.999684,0.999506,0.999525
0.093131,0.999568,0.999625,0.999625,0.999635,0.999505,0.999524
0.093868,0.999671,0.999498,0.999498,0.999514,0.999504,0.999522
0.094538,0.999673,0.999668,0.999668,0.999712,0.999503,0.999521
0.095261,0.999726,0.999738,0.999738,0.999777,0.999502,0.999519
0.095940,0.999673,0.999583,0.999583,0.999616,0.999501,0.999518
0.096669,0.999615,0.999567,0.999567,0.999538,0.999500,0.999516
0.097387,0.999755,0.999651,0.999651,0.999670,0.999499,0.999515
0.098117,0.999712,0.999650,0.999650,0.999679,0.999499,0.999513
0.098855,0.999621,0.999668,0.999668,0.999699,0.999498,0.999511
0.099522,0.999537,0.999639,0.999639,0.999649,0.999497,0.999510
0.100271,0.999647,0.999478,0.999478,0.999479,0.999496,0.999508
0.100960,0.999616,0.999566,0.999566,0.999607,0.999495,0.999506
0.101664,0.999716,0.999758,0.999758,0.999788,0.999494,0.999505
0.102337,0.999664,0.999597,0.999597,0.999666,0.999493,0.999503
0.103041,0.999653,0.999616,0.999616,0.999568,0.999492,0.999502
0.103788,0.999669,0.999602,0.999602,0.999599,0.999492,0.999500
0.104484,0.999692,0.999550,0.999550,0.999578,0.999490,0.999499
0.105243,0.999673,0.999650,0.999650,0.999677,0.999489,0.999497
0.105920,0.999566,0.999668,0.999668,0.999691,0.999488,0.999496
0.106658,0.999545,0.999443,0.999443,0.999449,0.999487,0.999495
0.107340,0.999631,0.999531,0.999531,0.999560,0.999486,0.999493
0.108069,0.999669,0.999728,0.999728,0.999752,0.999485,0.999492
0.108740,0.999703,0.999660,0.999660,0.999726,0.999484,0.999491
0.109455,0.999640,0.999624,0.999624,0.999563,0.999483,0.999490
0.110141,0.999634,0.999583,0.999583,0.999574,0.999482,0.999489
0.110863,0.999688,0.999424,0.999424,0.999448,0.999481,0.999487
0.111536,0.999699,0.999694,0.999694,0.999716,0.999480,0.999486
0.112262,0.999590,0.999683,0.999683,0.999711,0.999478,0.999485
0.112942,0.999539,0.999482,0.999482,0.999520,0.999477,0.999484
0.113658,0.999591,0.999611,0.999611,0.999585,0.999476,0.999482
0.114339,0.999636,0.999664,0.999664,0.999656,0.999475,0.999481
0.115058,0.999678,0.999594,0.999594,0.999643,0.999475,0.999480
0.115720,0.999641,0.999691,0.999691,0.999694,0.999474,0.999478
0.116405,0.999653,0.999440,0.999440,0.999437,0.999473,0.999477
0.117129,0.999602,0.999518,0.999518,0.999535,0.999472,0.999476
0.117838,0.999712,0.999643,0.999643,0.999672,0.999471,0.999474
0.118536,0.999662,0.999612,0.999612,0.999668,0.999470,0.999473
0.119250,0.999502,0.999652,0.999652,0.999628,0.999470,0.999471
0.119925,0.999568,0.999529,0.999529,0.999522,0.999469,0.999470
0.120640,0.999574,0.999419,0.999419,0.999438,0.999468,0.999468
0.121333,0.999651,0.999660,0.999660,0.999691,0.999467,0.999467
0.122037,0.999678,0.999662,0.999662,0.999710,0.999466,0.999465
0.122717,0.999597,0.999519,0.999519,0.999530,0.999465,0.999464
0.123411,0.999626,0.999582,0.999582,0.999551,0.999465,0.999463
0.124131,0.999642,0.999525,0.999525,0.999515,0.999464,0.999461
0.124851,0.999685,0.999526,0.999526,0.999593,0.999463,0.999460
0.125574,0.999572,0.999690,0.999690,0.999697,0.999462,0.999459
0.126259,0.999489,0.999497,0.999497,0.999495,0.999461,0.999457
0.126941,0.999575,0.999399,0.999399,0.999420,0.999460,0.999456
0.127676,0.999602,0.999634,0.999634,0.999644,0.999459,0.999455
0.128363,0.999670,0.999684,0.999684,0.999717,0.999457,0.999454
0.129063,0.999611,0.999592,0.999592,0.999582,0.999456,0.999453
0.129741,0.999609,0.999567,0.999567,0.999550,0.999455,0.999452
0.130469,0.999611,0.999453,0.999453,0.999454,0.999454,0.999451
0.131161,0.999691,0.999525,0.999525,0.999545,0.999453,0.999450
0.131880,0.999634,0.999693,0.999693,0.999719,0.999452,0.999449
0.132556,0.999486,0.999506,0.999506,0.999566,0.999451,0.999447
0.133269,0.999552,0.999520,0.999520,0.999471,0.999450,0.999446
0.133990,0.999554,0.999635,0.999635,0.999633,0.999449,0.999445
0.134671,0.999611,0.999546,0.999546,0.999592,0.999448,0.999444
0.135427,0.999672,0.999653,0.999653,0.999658,0.999448,0.999443
0.136116,0.999559,0.999560,0.999560,0.999549,0.999447,0.999441
0.136796,0.999612,0.999367,0.999367,0.999365,0.999446,0.999440
0.137525,0.999608,0.999502,0.999502,0.999522,0.999445,0.999439
0.138236,0.999658,0.999657,0.999657,0.999692,0.999444,0.999437
0.138937,0.999552,0.999549,0.999549,0.999605,0.999444,0.999436
0.139641,0.999459,0.999558,0.999558,0.999500,0.999443,0.999435
0.140330,0.999548,0.999550,0.999550,0.999529,0.999442,0.999433
0.141068,0.999565,0.999441,0.999441,0.999490,0.999441,0.999432
0.141763,0.999644,0.999640,0.999640,0.999645,0.999440,0.999431
0.142439,0.999598,0.999540,0.999540,0.999573,0.999440,0.999430
0.143131,0.999539,0.999412,0.999412,0.999421,0.999439,0.999428
0.143840,0.999625,0.999574,0.999574,0.999555,0.999438,0.999427
0.144542,0.999617,0.999528,0.999528,0.999526,0.999437,0.999426
0.145262,0.999603,0.999529,0.999529,0.999582,0.999436,0.999425
0.145940,0.999477,0.999604,0.999604,0.999599,0.999435,0.999424
0.146669,0.999500,0.999397,0.999397,0.999388,0.999434,0.999423
0.147359,0.999536,0.999422,0.999422,0.999442,0.999433,0.999422
0.148117,0.999595,0.999629,0.999629,0.999640,0.999432,0.999421
0.148838,0.999630,0.999606,0.999606,0.999638,0.999431,0.999419
0.149533,0.999541,0.999426,0.999426,0.999437,0.999430,0.999419
0.150241,0.999601,0.999547,0.999547,0.999513,0.999429,0.999418
0.150938,0.999576,0.999483,0.999483,0.999473,0.999428,0.999417
0.151649,0.999633,0.999509,0.999509,0.999551,0.999427,0.999416
0.152337,0.999518,0.999653,0.999653,0.999646,0.999426,0.999415
0.153041,0.999427,0.999393,0.999393,0.999390,0.999425,0.999414
0.153730,0.999563,0.999405,0.999405,0.999419,0.999424,0.999413
0.154461,0.999538,0.999649,0.999649,0.999663,0.999423,0.999412
0.155134,0.999617,0.999552,0.999552,0.999595,0.999422,0.999411
0.155845,0.999602,0.999578,0.999578,0.999548,0.999421,0.999409
0.156524,0.999509,0.999475,0.999475,0.999454,0.999421,0.999408
0.157259,0.999604,0.999330,0.999330,0.999339,0.999420,0.999407
0.157933,0.999599,0.999506,0.999506,0.999528,0.999419,0.999406
0.158675,0.999576,0.999620,0.999620,0.999636,0.999418,0.999405
0.159359,0.999408,0.999418,0.999418,0.999471,0.999417,0.999404
0.160086,0.999519,0.999440,0.999440,0.999395,0.999417,0.999402
0.160786,0.999485,0.999579,0.999579,0.999579,0.999416,0.999401
0.161536,0.999585,0.999524,0.999524,0.999548,0.999415,0.999400
0.162261,0.999593,0.999534,0.999534,0.999549,0.999414,0.999399
0.162932,0.999533,0.999502,0.999502,0.999488,0.999413,0.999398
0.163658,0.999544,0.999314,0.999314,0.999311,0.999413,0.999397
0.164331,0.999583,0.999418,0.999418,0.999441,0.999412,0.999396
0.165063,0.999596,0.999609,0.999609,0.999633,0.999411,0.999395
0.165753,0.999446,0.999460,0.999460,0.999529,0.999410,0.999394
0.166468,0.999475,0.999449,0.999449,0.999390,0.999409,0.999393
0.167190,0.999483,0.999536,0.999536,0.999509,0.999408,0.999392
0.167883,0.999524,0.999487,0.999487,0.999511,0.999407,0.999391
0.168642,0.999597,0.999528,0.999528,0.999558,0.999406,0.999390
0.169334,0.999542,0.999536,0.999536,0.999518,0.999405,0.999389
0.170041,0.999527,0.999301,0.999301,0.999296,0.999404,0.999388
0.170731,0.999529,0.999407,0.999407,0.999423,0.999403,0.999388
0.171462,0.999616,0.999585,0.999585,0.999603,0.999402,0.999387
0.172138,0.999524,0.999508,0.999508,0.999562,0.999401,0.999386
0.172840,0.999399,0.999518,0.999518,0.999462,0.999400,0.999385
